chain,pool,factory,factory_version,token0,token0_symbol,token0_balance,token0_value_usd,token1,token1_symbol,token1_balance,token1_value_usd,total_value_usd,blockNumber,txHash,priceProvider,admin,adminFeeDestination
hyperevm,0x4a85783420dc9afe978f64d2bec682a92d6bd4d6,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x0e894d40842441fb45cd6b8ca0bc1561f3469076,,0,,0xb88339cb7199b77e23db6e890353e22632ba630f,USDC,0,0.0,0,0x1ddf6cc,0x2634dd4ec7466c9540f795fe8e20072995de4d2b4b3ceecefbb71a278959d3f7,0x5eba21aabbb7631db724e0f4bd8b89167a880bbc,,
hyperevm,0x9d8fc849c394ec3b28953721bb901e1cd424fa58,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xb989ad9b91886b1aaed8daadb26f028b29b40945,NVDAon,0,0.0,0xb88339cb7199b77e23db6e890353e22632ba630f,USDC,0,0.0,0,0x2161cd4,0x72b5902b4870be9d0374859d2cab54d0f31beb0fe3775007b58cdbdc119bfcd9,0xfd75e2789642842c6aa4f9136616665d7fbd73d9,,
hyperevm,0xd625258fea619cf3407e3e383ed78fb7f695c422,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x0f8e33f5cdefae9c2e59de8fb61fed347046d046,MUon,0,0.0,0xb88339cb7199b77e23db6e890353e22632ba630f,USDC,0,0.0,0,0x21620e1,0x69e7dfab37b91aa8a12a036d95c3723f91fa72810d30373e774dc356ae521e5c,0xea2e1879b3c6836517bc575c8a90cfd0c2111f35,,
hyperevm,0x0dee1f240d1cd2db4b99d9228e7dc4a110a36d2f,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x0f8e33f5cdefae9c2e59de8fb61fed347046d046,MUon,0,0.0,0xb88339cb7199b77e23db6e890353e22632ba630f,USDC,0,0.0,0,0x219c7a8,0x36d094290fdc0f63cd513e355354686a74f52538c5f2f4cc57da6301ab8ed56a,0xea2e1879b3c6836517bc575c8a90cfd0c2111f35,,
hyperevm,0x42744de6eb2ab881f20cac21ddd0efbe527bea41,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x13a81c5e8b4ab05fc721dff7ba95e250b29458f8,CRCLon,0,0.0,0xb88339cb7199b77e23db6e890353e22632ba630f,USDC,0,0.0,0,0x21b68a6,0x51afdaeddb7be64f5fe9c6f961c0f5a337735876a88eea0a7add909cccc9c01d,0xe963140c07cd2290247dbace44ce5838020706ce,,
hyperevm,0xf34c08e6e5e3ba2001a4035bcc9d2f8f7cd1dbe1,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x9fdbda0a5e284c32744d2f17ee5c74b284993463,UBTC,0,0.0,0xb88339cb7199b77e23db6e890353e22632ba630f,USDC,0,0.0,0,0x233991c,0x44d2c46005d37526272a1437122e1431383bb4f5c3c9cc6bb673baddb4e43d27,0x91481bff88c5cbd8a2e3fe5f83a6eed047b4cab3,,
hyperevm,0x426d8d75ef93b4922631ce8efa2edbd1664a0c5d,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xfd739d4e423301ce9385c1fb8850539d657c296d,kHYPE,0,0.0,0x5555555555555555555555555555555555555555,WHYPE,0,0.0,0,0x237c407,0xbedefdb1354264c1bdc83cd4e60b7b6ed1cef635047f44af1ef286efc7d5b5f5,0x8405e2d75a5efe5d28f782b08a196a82622efff9,,
hyperevm,0xdfe0f9c0026bed4bf4914413e2d6d0347f843504,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x5555555555555555555555555555555555555555,WHYPE,0,0.0,0xb88339cb7199b77e23db6e890353e22632ba630f,USDC,0,0.0,0,0x237dfe8,0xc1cf82e923e6f2b8ceb0855d8a9e9fe192151087b3ea8bdc138865d1115a4444,0xcd6b9eac4cada0899f20cda41e1981a699d0d64f,,
hyperevm,0x1fab1235961618bd7b0e64eb586fd1ba92085b0a,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x000000000000780555bd0bca3791f89f9542c2d6,KNTQ,0,0.0,0xb88339cb7199b77e23db6e890353e22632ba630f,USDC,0,0.0,0,0x23c4cef,0xbd02bef49a4619a38340bf7bbb486c789056498cb32c5b09b225626bdf57a06f,0x6d9d962540c9038f18e0242d1accf295d56d1829,,
hyperevm,0x8866d3450e415b539434df1bdff0bb69fe9c7d52,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x000000000000780555bd0bca3791f89f9542c2d6,KNTQ,0,0.0,0xb88339cb7199b77e23db6e890353e22632ba630f,USDC,0,0.0,0,0x23c4f14,0x9b442414ca28afe117abeaef48f59887674e822cc5813193d539d2f637931b37,0x6d9d962540c9038f18e0242d1accf295d56d1829,,
hyperevm,0x27a1d608515ff29af7a91169ceea507241152260,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x5555555555555555555555555555555555555555,WHYPE,0,0.0,0xb88339cb7199b77e23db6e890353e22632ba630f,USDC,0,0.0,0,0x2412924,0x43d4650fc91fe9cdfcdcebb2e92ae27993ef6c42389863e28553365a75b9cb4f,0xb77cb01e40dac0d71c2f6e7d933b9d7d381e8a13,,
hyperevm,0xfe84f6d3c3da79d5750d38ef797174fa078c7b0a,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x5555555555555555555555555555555555555555,WHYPE,0,0.0,0xb88339cb7199b77e23db6e890353e22632ba630f,USDC,0,0.0,0,0x2412edc,0x30c62f1b36d8effd49aadce64ec94680fef506fbbc210f7661386f901b2cb4de,0xb77cb01e40dac0d71c2f6e7d933b9d7d381e8a13,,
hyperevm,0xd0307d3edd867cf1609b252cc6810188c040458e,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x5555555555555555555555555555555555555555,WHYPE,0,0.0,0xb88339cb7199b77e23db6e890353e22632ba630f,USDC,0,0.0,0,0x2412fd0,0xe94e8bfd97dd178f23dd59b86d36050f00b3fa482845d074052e4d26b20b732b,0xb77cb01e40dac0d71c2f6e7d933b9d7d381e8a13,,
hyperevm,0x8769adf6f7b20f55867dbe63a22073bfb7c2e32d,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xb8ce59fc3717ada4c02eadf9682a9e934f625ebb,USDT0,0,0.0,0xb88339cb7199b77e23db6e890353e22632ba630f,USDC,0,0.0,0,0x241d252,0x0cd1c9d2e6646bba778e01ebc6b8d3234214d1fe3f5ebbb2ebf1eb00d28458d7,0x3a687af4f00697e17056fa6794ddcfeb4745712a,,
hyperevm,0x73740dd6cf349e6380fc0e24717075bc6897974e,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x9b498c3c8a0b8cd8ba1d9851d40d186f1872b44e,PURR,0,0.0,0xb88339cb7199b77e23db6e890353e22632ba630f,USDC,0,0.0,0,0x24b1592,0xd5807763f52380922050c614ab3543db239114cb94365a80b674005cb36402d7,0x231cdc8f1411ab14894a9dd4533c58bd833188f9,,
monad,0x7e4d6287b0a36822bb454dff8500562ecde2d937,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x0555e30da8f98308edb960aa94c0db47230d2b9c,WBTC,0,0.0,0x754704bc059f8c67012fed69bc8a327a5aafb603,USDC,0,0.0,0,0x3de794c,0xa525eb9d642b606d1f3327a08dd5349966c17a046f5031cdbbbd1149181ad01e,0x3a911762cf640b482e72fe53462419798c9ed591,,
monad,0x3826750cbd476de7e15f71357a5c1c57c1b75e53,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x3bd359c1119da7da1d913d1c4d2b7c461115433a,WMON,0,0.0,0x754704bc059f8c67012fed69bc8a327a5aafb603,USDC,0,0.0,0,0x3de8225,0x47a70a43c283279e1ed476fd8aff71f4ba5e3d4a666a37e1d437e23dd0b2c90a,0xf034c1d706e0939e6a5c64ea0fa98620b34964cf,,
monad,0xe3eedcd6be6c8ebd37861deed30a99a12e984948,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x3bd359c1119da7da1d913d1c4d2b7c461115433a,WMON,0,0.0,0x754704bc059f8c67012fed69bc8a327a5aafb603,USDC,0,0.0,0,0x3e07725,0x7e1196c5086c7e7145da238629e2d586e3b12803d8a3a93c56e74b2b5bcf37bb,0x3a911762cf640b482e72fe53462419798c9ed591,,
monad,0x4e3613b28d00e83c85d616760a847f1a1411d9c4,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xee8c0e9f1bffb4eb878d8f15f368a02a35481242,WETH,0,0.0,0x754704bc059f8c67012fed69bc8a327a5aafb603,USDC,0,0.0,0,0x3e0be1d,0x7569f6e410154070e8b254b3751d6f4244e96fca3ab459b3b3afb70a4fb1d4d2,0x6f3ad3ff7e95f08fe852d46ec8170b4aab225ef8,,
base,0xe190ad4e2c8dd0445197989aa62557aef45f3a6b,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x4200000000000000000000000000000000000006,WETH,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x28991a0,0x263b44e9b13b9be08bb31ea84d73691111934d17188c7bb3d9fb2e27803449ba,0xac8aaa01e2272195386235e794184768e0b9a20b,,
base,0xebc1ee64d547413888744eff13482b438e708c16,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x4200000000000000000000000000000000000006,WETH,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x289ad02,0x32c1c512f1bd4619616d82c50a3a3e3575d646b4ed30bf2475c5b7f09921f7d3,0xac8aaa01e2272195386235e794184768e0b9a20b,,
base,0xa07938ea73e9d8eb23535816d073c2731ea24946,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x4200000000000000000000000000000000000006,WETH,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x289e8ef,0x374f7468509234e6312db71f6600c6875f33d8f6819dc2f349ecee055cc3d4c3,0x5432fc76a890fa02059fbcfb365f1811c2836a29,,
base,0x74c8d65733bb13888404e5e5eb9355eb96f9da4c,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x4200000000000000000000000000000000000006,WETH,0,0.0,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,0,0.0,0,0x289ef8f,0x76f6c3cf1ae95b54abb728e7e43a6ea6996c639ac1910e6eb76f3b1d5ec652fd,0x758c4e5a896e706e852bf59c124b5f12df30b426,,
base,0x71089bacc43b7d03a2bb48e90c95f8164377f8ad,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x289f62a,0x1a49ef5a2143a8d449beae5aab3fa7077bb0aac06209e6a3d1ee70dc62da9508,0x84dcebe88eed6ba5dea56cf9940b03d0e13cdcc3,,
base,0xecf542e9c13a065a7341a11eab4ee2de2d2eb860,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x4200000000000000000000000000000000000006,WETH,0,0.0,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,0,0.0,0,0x28ee650,0x631e93cdef4de00ed6416c0ab26f84ea4e529f1c2a13635d48699e13579761fe,0xef3690cbb1217410833f093ce56f7a1603787cad,,
base,0xc1e67d04182f0584145bc93ca7a3eea30e037f57,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x4200000000000000000000000000000000000006,WETH,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x2904eac,0x030f4c472890d014cdd327c9428f7f2bfcca92b405c50468d1f929ac4ea4583f,0x2150f7ecac0d092400c5b0678d2ba472cb59ec39,,
base,0x3676609987a42730a27a07cf3f8eaa8e67048a8f,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x4200000000000000000000000000000000000006,WETH,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x290e7af,0xb6df64c6379fcf2dfd290a2637645a6e6eb16c33e549be01736e91d602831f8b,0xec6dd098a36e99f2a426ba041d75dfe8aa789d4f,,
base,0xa8583b14d4f14676805334e4801cb85d3b1abff3,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x4200000000000000000000000000000000000006,WETH,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x29f0688,0x072bc03b6d9d7564a88dd39077bce75a3178e6970ea059720188f14609c1f085,0x575c14f830c8eaa1d45577cd7aa63853b56cfdf8,,
base,0xc5a2dacf3f1bfc6ca20e212a7d52268e0a2817d6,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x4200000000000000000000000000000000000006,WETH,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x29f53ba,0x1284ade1d768070ea39adccd77da6303e2ed678bec78349ce2f7e05738c85207,0x575c14f830c8eaa1d45577cd7aa63853b56cfdf8,,
base,0xa6929e903c42a79394f09365f59e916cb0accfd9,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x4200000000000000000000000000000000000006,WETH,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x29f55ff,0x519509c3d359de78a1c2bb51a2668d2c07b463e8ae4bf474ec727427763bc621,0x575c14f830c8eaa1d45577cd7aa63853b56cfdf8,,
base,0x8adc0c06f7ab5141331af8bc373920de404207c3,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x4200000000000000000000000000000000000006,WETH,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x29f6467,0xad052af610d321081da2875b327dad3b1c9b8298d63e3e9e2dcc58dd09595c8b,0xf3d18680ad603819ef566a902ebfb3fd6c5585a1,,
base,0x46cf6aab99eb0f875f583a378e77e7660c5779fe,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x4200000000000000000000000000000000000006,WETH,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x29f659f,0x31d6cc567623c891546804a337be292274034a7cb9efbb7bdd0067ec9d6330b9,0x6e0ba49317c3aafebd35bcc991c5834d434cadcc,,
base,0xdbcce8735d578ec9278cd8f277942b42cef76e15,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x4200000000000000000000000000000000000006,WETH,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x29f65cc,0xd244d8a42e951424d11651361d723731b1345d3a9846ee6a63fcbf681424dd26,0x1fcb938f36b5e389bd45021e33db7242a213d08b,,
base,0xec550dcb090678bd7308271a51612d6ecb287bd0,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x4200000000000000000000000000000000000006,WETH,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x29f664a,0x5b579ccedb8e59373fe568c7967efc6f2295ec9c8ed9a3faa10b26fa05d2507e,0x381fbe6664216ae7cb97161f6f131ab7c94b9329,,
base,0x323f078be7b77062eda8a93b84b897a23b47e154,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x4200000000000000000000000000000000000006,WETH,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x29f668c,0xf1b842801afc011ecccc701f73ec9955fc7efb307caf4d7e9ef391aa22522329,0xe9b3939651d03c5a9957a20a2fa845b702b6b765,,
base,0x09ebbc70bb6f30f0af65839e20fc926764c0487f,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x4200000000000000000000000000000000000006,WETH,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x29f66d1,0x85539b772dec9c203c8b302e9495fb2eaa9fe9ce8c0cb84562723faff145934e,0x5b487b27d48d000100aba06f77d98293b9eddac0,,
base,0x291b098dd19fadc59c9bb5ada13a689dedd7ebba,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x4200000000000000000000000000000000000006,WETH,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x29f6715,0x5f58cc74823477330ac018255e411ec093d99968e37e6bec6156850088bc90c6,0x20ab9208e72c295c2f91f83c4277ad4566d4f635,,
base,0x26dd4bf0ee9385e26c1457eb4c9fc39dc311fb07,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x4200000000000000000000000000000000000006,WETH,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x29f6759,0x62110c9aafb4c324fa0c24d457332ce282c68d01c6ca2d87797fd32d9cc14fa2,0x7ea44bbea79b6d75f59ed54003370f37f6e18bf5,,
base,0x9658895c40c57c3b3021182b5ebbfec0a0287794,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x4200000000000000000000000000000000000006,WETH,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x29f6943,0x8d36121e4f5e57e1a2995341a42fdadfcdf9e10f51d8b97f9c904292e3189d8f,0x83c096a2e57801f530f094e610af3355eb7fa210,,
base,0x266d8bc6e6f9b1d751b68102663216c7154ac92b,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x2a0c783,0x8eaee447a244ff37c13bf9cdd4b078b118778b1c3b7886510ba7bfed43316b81,0x3fa996291a41de22ab74f64f5ca47b70d7011429,,
base,0xb66d8e7e719c4a11180cdbfcfe34d239feacf5fe,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x4200000000000000000000000000000000000006,WETH,0,0.0,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,0,0.0,0,0x2a0c789,0xc573980c966250e78156cd026169c37f13839ee1db9500f81ce3d7f5de7c8c39,0xf190179bdcd9d6f5ae16f4bfcd342ab90feee731,,
base,0x90022415080f9cf6cef86e4ffa8f1fcd07246f95,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x2a0ec12,0xac4ad749e3f9282814568edb6f87716c8b8f75a810c0a4dbfc65fd004c32bfb3,0x3fa996291a41de22ab74f64f5ca47b70d7011429,,
base,0x1300cf8460fb60c8112febe63ada84a8dd894d8a,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x4200000000000000000000000000000000000006,WETH,0,0.0,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,0,0.0,0,0x2a0ec19,0x43ac01561f168c19ed80e8cff1c32c842a665ce1b3ff062143a88b14bd4fbc28,0xf190179bdcd9d6f5ae16f4bfcd342ab90feee731,,
base,0x95aaf2fbf8425e010698582fc7d92be9bc4f600d,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x2a49431,0x3d60c9378f868e3fec412833075fe0ffbd80bb2a1c3587359e320f0e6262e487,0x5d0b94b033fff985714d98f726e7c729396afc2c,,
base,0xbdea72eeba5bdcb5dadd3ffe9f1ee02672a0a505,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x940181a94a35a4569e4529a3cdfb74e38fd98631,AERO,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x2aa01c5,0x1e652a102654396d2b0c1ea5bed62ef804af44d64521c0903a70943c5e316f6c,0x3fb0ef3996bf099d07b6a0ef89c304d82b75af14,,
base,0x86523c55e6eaae16af542454301e6dd750b6a0a3,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x940181a94a35a4569e4529a3cdfb74e38fd98631,AERO,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x2aa7f70,0x6ca9b55cdc3626ed491d0271b1e0b1e877cd2841c2303875c421e4c21932b214,0x3fb0ef3996bf099d07b6a0ef89c304d82b75af14,,
base,0x0fcbb3f9aecc556de81ee756f01191d94a3d085e,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x2b09776,0x334e40c7a13a90a34328406b00be1a568107e2054e03de11c7925adf3457310d,0x066d8bf60633169376b2a69aa363f398c6f26800,,
base,0xef05e733970c37b6a2f863de0db9378ea49447cc,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x4200000000000000000000000000000000000006,WETH,0,0.0,0xcbb7c0000ab88b473b1f5afd9ef808440eed33bf,cbBTC,0,0.0,0,0x2b09784,0x48cd2bc64be22d231e0f89b70eb5e53ae9130994b256be228895cbb506afd843,0x759a48f16883a6435ef0e396ae414de75d57758b,,
base,0x53e23ede3f671b763bbd7a5bd44ecb337798d2e9,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x2b1f3fa,0x711dc3a37d27f04ba9b15b17e099e9a6bc32d91134e98bad351bb5657a623aa2,0x9d2f6a1d46c5ab2c56259d431801cbf3d874eb0f,,
base,0x512cbf7d103ebee969796334f47977ad42ed4e56,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x60a3e35cc302bfa44cb288bc5a4f316fdb1adb42,EURC,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x2b1f45b,0xc789cfa806a01318049889dc48776cf2ab00f4c588e8c4d69ee3bb66ed8c1029,0x9d2f6a1d46c5ab2c56259d431801cbf3d874eb0f,,
base,0x56d8cdb641f1c6b55529514d2f5ba88efe3c8a92,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x0c1c1c109fe34733fca54b82d7b46b75cfb71f6e,CHIP,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x2b46d4b,0xbaad94bb16226cf340e0b55723b02ca3366d22e5cc4d05818fea201763947650,0xa8c5cc7fbd0f4f6deb5e5e1199f005fdd2eaab5b,,
base,0xe877f532d40de6bdf3e1647e4076935c35247565,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x9c5c365e764829876243d0b289733b9d2b729685,deSPXA,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x2b6d034,0x8ee0614eff62ae39923b054691d2e588f4002299c6a65a6b979c1ce692283c4e,0xed86e22bbb304e89604b190b20de83389f6e7f4d,,
base,0x154945a0b0a60f15e6f94299cb73a00d082ed8bf,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x940181a94a35a4569e4529a3cdfb74e38fd98631,AERO,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x2c5fe5e,0x9f94367b40a6794f4e22bdbc1433c1f50988ab40434d5869d56a452a5986558b,0xe28bf7b70fc4dbbdce9818352f88c009f7675062,,
base,0xc08af926789e900fb9e137134fd11d228c057b32,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xc0634090f2fe6c6d75e61be2b949464abb498973,KTA,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x2c78298,0x9d7765897708ff752ebd22feab948ddc0cf7fe9f7e4572d27575efbf50a8df12,0x665bff0cfbbfc20ca92ea3130f1437f5683890a5,,
base,0x0e2c6fffd1361176ea5949f1e2a479b166b9b281,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0xc0634090f2fe6c6d75e61be2b949464abb498973,KTA,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x2c782de,0xbe428f8c7d29cb485a5f86578c79fe05f21fd09b6f235f469b9886ba56080b40,0x665bff0cfbbfc20ca92ea3130f1437f5683890a5,,
base,0x01b248849a406d96cf28d30c300bfa2e27ba9dda,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x5f980dcfc4c0fa3911554cf5ab288ed0eb13dba3,GITLAWB,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x2c78336,0xe8c77f7d294ab0e630b3fb4415ebb3a3c358c2ba9af75f31112012c6725b965e,0x504cf0e853bbf654f9eeaec0dccb49cc48e0115b,,
base,0x5065f7ae9eef437b3fb2b17a9a9edb27691cf387,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x0b3e328455c4059eeb9e3f84b5543f74e24e7e1b,VIRTUAL,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x2c94340,0xfaf9160d3605f69f2e89be2c44f5d73e4e0485e3ac4e807985f2f13c1a7d832d,0x5069573566d93fde4dabb4f53be1286ad96f1432,,
base,0x12939ae3de8c9e6beb5b95d952951cab9396a045,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x4200000000000000000000000000000000000006,WETH,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x2cefd38,0xb6260f47cde8354bb01ed0d810b495c381437b51e1410fe8614d2ec028abee6d,0x69454a23b8106776b2b09fecde04047f0d1f8f76,,
base,0xe028fa53afc744b50456eb19907e446cb94d0a78,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x4200000000000000000000000000000000000006,WETH,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x2cf32c6,0xc6502abbf60bdc1dcbd53b11c21af604b033f0ed8bcad8f8ce4ca7bde596a54e,0xd1f874a56413504bbd137a5280969b6a890fce48,,
base,0x861e3d65f397e5ffd8a43dd793c66fc2f0b965c1,0xe22F9fc0f04486dE25ed6CF1800a4a47aFD82e0C,legacy(A),0x9c5c365e764829876243d0b289733b9d2b729685,deSPXA,0,0.0,0x833589fcd6edb6e08f4c7c32d4f71b54bda02913,USDC,0,0.0,0,0x2cf32cf,0xbcb41c3213e62138d110d976c6f057c0bf42ff087a2ba111946a0dea6029176e,0x054ab6456cb3c81546cdae86e05d7dd4083f8c94,,
